<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TLT.US,5,20251027,183500,91.685,91.7,91.665,91.665,186008,0
TLT.US,5,20251027,184000,91.665,91.67,91.64,91.64,108563,0
TLT.US,5,20251027,184500,91.64,91.66,91.625,91.66,359065,0
TLT.US,5,20251027,185000,91.66,91.69,91.65,91.6701,245456,0
TLT.US,5,20251027,185500,91.68,91.69,91.635,91.65,269161,0
TLT.US,5,20251027,190000,91.655,91.67,91.65,91.66,134390,0
TLT.US,5,20251027,190500,91.655,91.66,91.63,91.635,163356,0
TLT.US,5,20251027,191000,91.64,91.65,91.62,91.6289,109616,0
TLT.US,5,20251027,191500,91.63,91.665,91.63,91.65,241552,0
TLT.US,5,20251027,192000,91.65,91.6582,91.62,91.625,191451,0
TLT.US,5,20251027,192500,91.625,91.64,91.61,91.6101,182553,0
TLT.US,5,20251027,193000,91.61,91.665,91.6,91.66,336143,0
TLT.US,5,20251027,193500,91.66,91.67,91.65,91.665,131614,0
TLT.US,5,20251027,194000,91.6656,91.69,91.655,91.665,230025,0
TLT.US,5,20251027,194500,91.66,91.67,91.645,91.655,295365,0
TLT.US,5,20251027,195000,91.6599,91.67,91.6545,91.665,120859,0
TLT.US,5,20251027,195500,91.665,91.685,91.665,91.68,376576,0
TLT.US,5,20251027,200000,91.68,91.68,91.66,91.665,156303,0
TLT.US,5,20251027,200500,91.665,91.68,91.65,91.6765,155548,0
TLT.US,5,20251027,201000,91.675,91.72,91.675,91.715,955829,0
TLT.US,5,20251027,201500,91.7198,91.73,91.6845,91.695,166347,0
TLT.US,5,20251027,202000,91.7,91.73,91.6899,91.705,337312,0
TLT.US,5,20251027,202500,91.705,91.7099,91.67,91.69,233672,0
TLT.US,5,20251027,203000,91.6885,91.69,91.6601,91.6699,154826,0
TLT.US,5,20251027,203500,91.665,91.7252,91.66,91.7161,218722,0
TLT.US,5,20251027,204000,91.7157,91.77,91.705,91.73,643015,0
TLT.US,5,20251027,204500,91.72,91.79,91.72,91.775,473067,0
TLT.US,5,20251027,205000,91.77,91.79,91.76,91.77,369681,0
TLT.US,5,20251027,205500,91.775,91.79,91.74,91.78,4943899,0
TLT.US,5,20251028,143000,91.85,91.9,91.81,91.881,451206,0
TLT.US,5,20251028,143500,91.88,91.91,91.835,91.835,538686,0
TLT.US,5,20251028,144000,91.831,91.86,91.825,91.83,395327,0
TLT.US,5,20251028,144500,91.83,91.87,91.82,91.85,317596,0
TLT.US,5,20251028,145000,91.85,91.89,91.85,91.89,176090,0
TLT.US,5,20251028,145500,91.89,91.92,91.875,91.9,239714,0
TLT.US,5,20251028,150000,91.9,91.91,91.845,91.8542,428754,0
TLT.US,5,20251028,150500,91.85,91.89,91.85,91.855,372579,0
TLT.US,5,20251028,151000,91.86,91.9,91.85,91.87,229107,0
TLT.US,5,20251028,151500,91.865,91.87,91.83,91.84,176297,0
TLT.US,5,20251028,152000,91.83,91.88,91.83,91.8755,217793,0
TLT.US,5,20251028,152500,91.8735,91.885,91.86,91.8601,207244,0
TLT.US,5,20251028,153000,91.8699,91.94,91.86,91.89,301929,0
TLT.US,5,20251028,153500,91.89,91.9,91.84,91.87,285216,0
TLT.US,5,20251028,154000,91.87,91.91,91.8645,91.8834,199241,0
TLT.US,5,20251028,154500,91.89,91.9,91.88,91.89,230756,0
TLT.US,5,20251028,155000,91.895,91.92,91.87,91.905,157010,0
TLT.US,5,20251028,155500,91.9001,91.99,91.9001,91.98,228371,0
TLT.US,5,20251028,160000,91.975,92.04,91.97,92.01,301185,0
TLT.US,5,20251028,160500,92.0051,92.015,91.98,92.01,187537,0
TLT.US,5,20251028,161000,92.01,92.01,91.99,92,153475,0
TLT.US,5,20251028,161500,92,92.02,91.97,91.985,224291,0
TLT.US,5,20251028,162000,91.985,92.04,91.985,92.03,119758,0
TLT.US,5,20251028,162500,92.03,92.05,92.03,92.04,215104,0
TLT.US,5,20251028,163000,92.03,92.1,92.03,92.0951,424369,0
TLT.US,5,20251028,163500,92.1,92.135,92.095,92.12,305098,0
TLT.US,5,20251028,164000,92.12,92.175,92.11,92.135,354112,0
TLT.US,5,20251028,164500,92.14,92.15,92.12,92.13,255607,0
TLT.US,5,20251028,165000,92.13,92.13,92.06,92.08,299199,0
TLT.US,5,20251028,165500,92.08,92.095,92.0435,92.085,213044,0
TLT.US,5,20251028,170000,92.09,92.09,92.02,92.02,177884,0
TLT.US,5,20251028,170500,92.025,92.06,92.0101,92.02,156927,0
TLT.US,5,20251028,171000,92.0194,92.0399,92.01,92.0201,81156,0
TLT.US,5,20251028,171500,92.025,92.04,91.96,91.96,263793,0
TLT.US,5,20251028,172000,91.95,91.99,91.95,91.97,290670,0
TLT.US,5,20251028,172500,91.97,91.975,91.95,91.9535,167117,0
TLT.US,5,20251028,173000,91.955,91.955,91.87,91.91,811855,0
TLT.US,5,20251028,173500,91.905,91.91,91.8585,91.885,293274,0
TLT.US,5,20251028,174000,91.89,91.96,91.8876,91.956,266527,0
TLT.US,5,20251028,174500,91.95,91.97,91.9385,91.955,159724,0
TLT.US,5,20251028,175000,91.955,91.99,91.95,91.985,291470,0
TLT.US,5,20251028,175500,91.99,92.015,91.98,92.01,239651,0
TLT.US,5,20251028,180000,92.01,92.02,91.945,91.975,261570,0
